编号,名称,属性,种族值_生命,种族值_物攻,种族值_魔攻,种族值_物防,种族值_魔防,种族值_速度,种族值_总和,特性名称,特性效果,简介,进化阶段
NO275,格兰花,草,86,42,99,64,90,48,429,生长,回合结束时，回复12%生命。,格兰花头顶可喷射出具有不同功效的花粉，花粉沾身会致痒。它总是带着些许挑衅的眼神看着对方，似乎有意识地引诱对方来打自己，被打能帮它挠痒痒，而击打它时还会传播其花粉。,Ⅱ阶
NO276,格兰球,草,108,52,124,80,112,60,536,生长,回合结束时，回复12%生命。,格兰球的花瓣持续生长与更替，老化花瓣会化作鳞片般的护甲。护甲上黏附诸多致痒花粉，它们热衷于边笑边蹭其他精灵。但洛克研究学者经观察其表情和动作发现，它们坏笑时鳞片般的护甲会微微张开，让它们更好地传粉。,最终形态
NO277,地鼠,地,66,71,31,61,42,66,337,警惕,回合结束时，若自己能量为0则脱离。,有着小巧的身体，敏感的尾巴是它最大的弱点。族群数量庞大，生命力极强，几乎不需要喝水。,Ⅰ阶
NO278,遁鼠,地,88,95,41,82,56,88,450,警惕,回合结束时，若自己能量为0则脱离。,尾巴上有一层坚固的壳，所以挖洞的时候不必担心身后。耳朵的尖端粗糙而耐脏，把摄取的水分和养分都储存在饱满的大耳朵里。,Ⅱ阶
NO279,遁地鼠,地,110,119,51,102,70,110,562,警惕,回合结束时，若自己能量为0则脱离。,精力旺盛，时常在烈日下的沙漠里飞奔。能够四脚共用，在地下挖掘复杂的洞系，休息的时候常常躲在地下的洞里。,最终形态
NO280,墨鱿士,幽,103,84,34,105,79,56,461,涂鸦,使用非本系技能时威力+50%。,不同于章鱼精灵，它们因为蕴含幽系能量，皮肤已经褪成苍白的颜色，头足里面藏着墨囊，装着它们收集来的颜料。经常藏在厚厚的画纸中间休息。,Ⅰ阶
NO281,混乱鱿彩,幽/恶,129,105,42,131,99,70,576,涂鸦,使用非本系技能时威力+50%。,体型暴涨，皮肤化作流动的红、蓝、黄三色漩涡，情绪高涨时随时像泼墨般炸开。它用触手当画笔，在空中乱甩墨汁，留下大片狂野的色块。,最终形态
NO282,秩序鱿墨,幽/萌,78,120,39,124,113,130,604,绝对秩序,受到非敌方系别的技能攻击时伤害-50%。,身体覆上整齐的黑白方格，触手末端变成细长的金属尺，能把漂浮的墨滴精确切割成等分方块。它从不越界，乐于将墨汁按深浅、冷暖、浓度排成矩阵，精准而冷静。,最终形态
NO283,小甲虫,虫,98,71,31,97,61,60,418,坚韧铠甲,每受到1次攻击伤害，己方队伍获得1次随机奉献。,头盔顶部和双手上都有黄色的尖角，锋利而坚硬。听说在它们的世界里，坚硬且粗壮的角是身份地位的象征。,Ⅰ阶
NO284,铠甲虫,虫,122,88,39,121,77,75,522,坚韧铠甲,每受到1次攻击伤害，己方队伍获得1次随机奉献。,全副武装没有破绽，头顶的巨钳令人生畏。甲壳有些沉重，依然可以飞行。但好处是，厚重的甲壳能够挡住敌人的攻击。,最终形态
NO285,圣剑侍从,机械,139,116,111,139,139,52,696,正位宝剑,仅可以使用1号位技能。,黄金时代的工匠们曾将占星与炼金并列为同一门学问的两种语言。于是他们以风为芯，以力量和律法为骨，铸成了圣剑。现在只有极少量留存下来。,Ⅰ阶
NO286,圣剑-X,机械,174,144,139,173,173,65,868,正位宝剑,仅可以使用1号位技能。,制造者把牺牲和奉献作为圣剑的使命，接下来它的一切行为都是为了实现这个目的，无数十号圣剑就这样留在了从前的时代里。现在黄金时代的风早已停息，暗夜过后也迎来了新生。,最终形态
NO287,吸泥鸥,地/翼,99,89,33,87,71,76,455,无差别过滤,在场时，所有精灵连击数固定为2。,骨骼天生比较脆，需要经常吸食淤泥，泥巴里面含有它们骨骼所需的物质。如果摄入不足，它们的关节会发炎，走起路来可能容易摔倒。吻部尚未完全发育，偶尔会被泥巴噎住。,Ⅰ阶
NO288,泥吼牙,地/翼,124,112,41,109,88,95,569,无差别过滤,在场时，所有精灵连击数固定为2。,一口就能吞下比自己还重的淤泥，皮肤表面也有了吸收淤泥的能力，淤泥硬壳能有效保护它们脆弱的骨骼。有的时候不小心把小体型的精灵邻居吸到嘴巴里，会赶紧吐出来，连连道歉。偶尔也会用嘴巴载着小型精灵度过泥潭。,最终形态
NO289,大头骨龙,龙/幽,96,109,40,84,65,48,442,不朽,力竭3回合后复活。,首次被人发现时，大头古龙在地下岩层中沉睡，并且对现在的世界和精灵社会一无所知。骨架不仅坚硬，而且具有再生能力。即使骨头被打断，也可以在短时间内重新长出。骨质翅膀虽然看起来脆弱，但实际上非常坚韧。,Ⅰ阶
NO290,寂灭骨龙,龙/幽,120,137,50,104,81,60,552,不朽,力竭3回合后复活。,当被从土层里挖出来的时候，它们正在一无所知地睡觉。别看它们脆弱得好像一脚会散架，但埋了亿万年的矿物硬度堪比钻石。“它总是对着镜子思考，幻想自己当年活着时候的样子。”,最终形态
NO291,厉毒小萝,毒/恶,67,64,17,81,59,108,396,侵蚀,敌方每有1层中毒效果，自己获得连击数+1。,体味清香，翼下藏有数个腺体，能够发射致洛克晕厥的毒雾。受惊时将双翼展为扇形，倾泻毒雾后迅速逃离。,Ⅰ阶
NO292,厉毒修萝,毒/恶,84,80,21,101,74,135,495,侵蚀,敌方每有1层中毒效果，自己获得连击数+1。,翼上的毒棘带有能够分泌剧毒的腺体，狩猎时常在暗处蹲守观察许久，找到时机后从棘刺中射出毒液使猎物昏迷，再飞速捕获。,最终形态
NO293,小帕尔,恶,78,76,34,79,52,60,379,付给恶魔的赎价,击败敌方精灵时，敌方额外损失1点魔力。被敌方精灵击败时，自己额外损失1点魔力。,探索欲很强的精灵，会通过摇尾巴的方式表达亲近，尾尖会散发出魔法，但并不能很好地控制，时常伤到自己。,Ⅰ阶
NO294,帕尔萨斯,恶,104,102,46,105,70,80,507,付给恶魔的赎价,击败敌方精灵时，敌方额外损失1点魔力。被敌方精灵击败时，自己额外损失1点魔力。,头顶的独角锋利又坚硬，但不蕴含魔法，脱落下来的独角最早被洛克用来制作匕首。“它眼中看到的都是黑白的，它的世界没有色彩，单一的世界却让它有了执着的信念和忠诚的心。”,Ⅱ阶
NO295,龙息帕尔,恶,130,127,57,131,87,100,632,付给恶魔的赎价,击败敌方精灵时，敌方额外损失1点魔力。被敌方精灵击败时，自己额外损失1点魔力。,在古老的典籍中记载，龙息帕尔和其他恶系精灵的行事风格不同，它们秉持着等价交换的原则，会严格遵守自己缔结的契约。在契约完成前绝不会离开，甚至愿意为此等待漫长的时光。,最终形态
NO296,毛头小蛛,虫/地,85,80,27,93,79,88,452,扫拖一体,回合结束时驱散敌方1层印记，且驱散后己方队伍获得1次随机奉献。,身上的绒毛柔软且密集，表面有微小的鳞片结构来吸附灰尘，喜欢从灰尘中吸食各种魔法粉尘，会追逐星星魔法，并吸食炸开的粉末。遇到洛克时容易惊慌失措，全身颤抖，在刺激下炸毛，身上的灰尘也被抖落，让洛克忍不住打喷嚏。,Ⅰ阶
NO297,捕尘长绒,虫/地,106,100,34,116,99,110,565,扫拖一体,回合结束时驱散敌方1层印记，且驱散后己方队伍获得1次随机奉献。,绒毛长而纤细，每个洛克小时候都曾把家里打扫清洁的捕尘长绒当作魔法扫帚骑着玩，然后被家长揍一顿，而家长顺手拿起的武器也是捕尘长绒，但是它们喜欢被洛克需要。,最终形态
NO298,食尘短绒,虫/地,109,105,37,113,97,115,576,特殊清洁场景,回合结束时偷取敌方1层印记。,绒毛短而浓密，出没在灰尘多的地方，能够在任何表面爬行，其脚掌上短且蓬松的绒毛在爬行时会产生静电作用，牢牢地黏在物体表面上，吸附灰尘，清理家具的死角。,最终形态
NO299,画精灵,普通,61,32,78,56,72,72,371,灰色肖像,攻击会使敌方已有的减益层数+3。,画中世界诞生的精灵，活泼好动，对穿梭魔法的运用不是很熟练，偶尔会被画框卡住。曾经尝试少吃可可果来解决这个问题，后来发现并没有效果。,Ⅰ阶
NO300,画像守护,普通,81,42,104,75,96,96,494,灰色肖像,攻击会使敌方已有的减益层数+3。,可以熟练地在画中与画外穿梭，十分热心肠，喜欢交朋友，经常为认识的画做保养，轻轻吹走灰尘，灰尘太多可能令它一直打喷嚏。但这并不会成为它们的阻碍。,Ⅱ阶
NO301,画间法师手,普通/幻,101,53,131,94,120,120,619,灰色肖像,攻击会使敌方已有的减益层数+3。,能够通过画框跨越时间与空间，沉迷于收集更多的见闻，看见更广阔的世界。在长年累月的穿梭中，曾经认识的画已经褪色，但它从没有停下。,最终形态
NO302,画间沉铁兽,普通/武,100,160,67,100,76,105,608,变形活画,攻击时，敌方每有1层增益，本次技能威力+10%。,一种沉默寡言的分支形态，稍微有些粗鲁，比起结识更多的朋友，对它来说更重要的是保护现在朋友们的安全，可能在实施保护中不小心磕到朋友的头。确定了需要保护的对象之后，就不会再四处穿梭。,最终形态
NO303,书魔虫,普通,67,75,75,48,73,57,395,图书守卫者,入场时，若自己魔力值为1，自己获得双攻+50%。,沉迷于阅读，其力量来源于书本的知识。走路和睡觉时都手不释卷，读的书越多体型变得越大，隔一段时间就要调整绑书带的长度，不然会阻碍它学习新知识。,Ⅰ阶
NO304,书卷守护,普通,89,100,100,64,98,76,527,图书守卫者,入场时，若自己魔力值为1，自己获得双攻+50%。,身上带着书本和油墨的味道，看起来小小的，其实比想象中重很多。常与同伴交换藏书，偶尔遇到疑惑的地方，会用书使劲砸自己的头，希望用这种办法让知识快点进入身体。,Ⅱ阶
NO305,古卷执政官,普通/幻,111,125,125,80,122,95,658,图书守卫者,入场时，若自己魔力值为1，自己获得双攻+50%。,期末时期的图书馆，每当古卷执政官从书架间缓缓现身，它周围的位置总被围得水泄不通，它的古卷如臂膀般展开，书页无声翻动，精准停在学生们最需要的章节上。“不要抗拒，作业是你和知识之间的契约。”,最终形态
NO306,古卷匣魔像,普通/武,114,109,109,134,89,95,650,构装契约者,入场时，若敌方魔力值为1，自己获得双防+50%。,“盗贼撬开了书库的大门，随后就被黑暗中什么沉重的打击在空中划出了一道抛物线。然后落荒而逃，并且拒绝再次到访这里，并且嘴里一直嘟囔着：知识就是力量”——某冒险者叙述他们在魔法学院遭到古卷匣魔像攻击的故事。,最终形态
NO307,绒绒,光/虫,58,42,44,49,80,69,342,绒粉星光,攻击时，若敌方血脉是非本系的系别血脉，技能威力+100%。,绒绒多在夜间活动，触角能感知星光，体表覆盖着细密的短绒，能吸附少量蕴含星光的细微粉末。偶尔主动靠近洛克，以柔软的身体轻蹭对方，习性黏人，是温顺的小型毛绒精灵。,Ⅰ阶
NO308,小绒茧,光/虫,77,56,58,65,106,92,454,绒粉星光,攻击时，若敌方血脉是非本系的系别血脉，技能威力+100%。,体表的短绒进化为蓬松且带有黏性的长绒，能够吸附并储存更多星光粉末，直接触摸的话，会感到轻微刺痛。它们吸附的粉末最终在体内融合，驱动体内组织发生解离和重塑，当能量饱和时，绒毛能爆发出强劲的冲击力。,Ⅱ阶
NO309,绒仙子,光/虫,96,71,73,81,133,115,569,绒粉星光,攻击时，若敌方血脉是非本系的系别血脉，技能威力+100%。,完全发育成型，翅脉中内部流动着体液，横脉与纵脉交汇处形成规整的星形花纹，蕴含强烈的星光能量。胸节与携粉足极度膨大，布满致密的长绒，能牢牢黏附超多光系魔法粉末，这些粉末正是体液代谢后的产物。,最终形态
NO310,犀角鸟,光,63,88,40,67,44,66,368,月光审判,攻击时，若敌方血脉是首领血脉，技能威力+100%。,足部又软又嫩，相当虚弱无力。双眼的视觉暂未发育完全，偶尔被毛发遮挡视野。研究推测其毛发承担了主要感官的功能，在看不清的时候也可以通过毛发的感光功能，早早隐藏好自己。,Ⅰ阶
NO311,光纤兽,光,83,117,54,90,58,88,490,月光审判,攻击时，若敌方血脉是首领血脉，技能威力+100%。,毛发柔软但有韧性，结构特殊，似乎每一根毛发都能接收和发射光能量。它们可以分辨来自四面八方所有光束的到达时间，比较每个光束抵达的时间，计算其距离和能量。,Ⅱ阶
NO312,疾光千兽,光,104,146,67,112,73,110,612,月光审判,攻击时，若敌方血脉是首领血脉，技能威力+100%。,在月亮升起来之后活动，某些特定时间会散发出微弱光芒，与某些弱小的夜行生物存在共生关系。光能量在每根毛发中沿“之”字形向身体内部传输，可以完好无损地传输到体内，存储凝结成强大力量。,最终形态
NO313,果冻,水,81,26,81,75,78,96,437,茶多酚,离场后，更换入场的精灵回复20%生命且免疫寄生。,透明而不起眼的精灵，经常在干净的水源被发现。研究发现，果冻精灵可以维护森林、湖泊和山脉的生态平衡，似乎是因为它们能让水变得清澈。,Ⅰ阶
NO314,抹茶布丁,水/草,101,32,101,94,98,120,546,茶多酚,离场后，更换入场的精灵回复20%生命且免疫寄生。,抹茶布丁负责舒缓与修复，它会释放带草本气息的挥发物，闻到这种气味，周围的生物会更容易安定下来。它们对同伴与洛克都很亲近，会抱住洛克身上的细小伤口，通过触碰治愈创伤。,最终形态
NO315,椰浆布丁,水/冰,133,34,89,81,105,120,562,吉利丁片,离场后，更换入场的精灵获得双防+20%且免疫冻结。,椰浆布丁负责降温与保鲜，它能在体表形成一层很薄的冷凝膜，使自身在温暖环境中不易软化变形。它常出现在有人维护的洁净水源附近，并更愿意与洛克共存，阴凉的室内能提高它们的舒适度。,最终形态
NO316,熔岩布丁,水/火,128,87,33,112,84,120,564,美拉德反应,离场后，更换入场的精灵获得双攻+20%且免疫灼烧。,熔岩布丁负责增温与成熟，它体内的活性物质能促进糖分增多，在丰收季节，洛克常带着它们在可可果林区活动，帮助可可果形成更明显的甜香气味，洛克也常把它们的活跃视作可可果林健康的信号之一。,最终形态
NO317,星尘虫,虫,49,47,47,46,58,60,307,契约的形状,根据捕捉所用的咕噜球，入场时获得不同效果。,洛克与精灵开始缔结契约的时候诞生的物种。以精灵契约为食，是极其稀少的物种。囫囵吞下咕噜球后，先整个保存在身体里一段时间，非常久之后才能完全消化掉。虽然也能吃其他食物，但很难从中获取养分。,Ⅰ阶
NO318,落星虫,虫,65,62,62,61,77,80,407,契约的形状,根据捕捉所用的咕噜球，入场时获得不同效果。,与精灵缔结契约的形式发生变化，咕噜球的样子世代更替，这一种族的外表也渐渐发生了变化。有人曾经尝试使用特殊咕噜球喂食，虫的形态在数年后发生变化，但实验没有继续下来，猜测是因为资金不足。,Ⅱ阶
NO319,陨星虫,虫,81,78,78,76,96,100,509,契约的形状,根据捕捉所用的咕噜球，入场时获得不同效果。,在这个虫族中存在着森严的等级制度，某些虫有资格吃到更稀有的咕噜球。咕噜球研究科曾经提出过一个实验课题《陨星虫与国王球的对撞实验》，后来课题被取消了，原因不明。,最终形态
NO320,双灯鱼,水/电,102,55,111,57,93,84,502,对流,自己的能耗增加变为能耗降低；能耗降低变为能耗增加。,头顶的光似乎并不是光系魔法，而是来自于某种寄生在其身上的会发光的细菌，目前不清楚发光细菌的其他特性，即使在水中也必须把头顶的灯伸到水面上。,Ⅰ阶
NO321,利灯鱼,水/电,128,68,138,71,116,105,626,对流,自己的能耗增加变为能耗降低；能耗降低变为能耗增加。,独居生物，个体之间保持距离，互不侵犯。常常自言自语，狂笑乱跳。据研究它们头顶的灯内有百万只以上的发光菌，肉眼很难观察。每只菌似乎都有独立意识，能够和本体进行沟通，甚至还有可能侵蚀本体的脑。,最终形态
NO322,月牙雪熊,冰/幻,126,97,39,141,103,80,586,月牙雪糕,使用攻击技能时，敌方每层冻结视为1层额外星陨印记。,额前的星星质地不明，触感温热，能够从其中检测到异常的魔力波动。如果星星离开身体太远的话，身体会进入沉睡状态。“虽然它从不去看，但是魔法丢得很准。”,最终形态
NO323,嗜光嗡嗡,恶/光,75,83,83,50,90,92,473,血型吸引,敌方每携带1种系别的技能，自己攻击时威力+10。,“经实验发现，它们对日光没有反应，其腹部含有特殊的器官，只对光系能量产生反应。因此，存放光水晶时需派遣光系精灵巡逻，混淆它们的感应。”“光系精灵一同发出抗议，要求王国打击嗜光嗡嗡的狂热跟踪和过分亲近行为。”,Ⅰ阶
NO324,窃光蚊,恶/光,93,104,104,63,113,115,592,血型吸引,敌方每携带1种系别的技能，自己攻击时威力+10。,在微光沼泽，有不少因为长期触光水晶而琥珀化的精灵，这里面却没有恶名昭著的窃光蚊。这是因为窃光蚊会互相合作，一旦有个体吸收了过多光系能量，其他伙伴就会去吸收，帮助其减少体内的能量浓度。,最终形态
NO325,柴渣虫,火/草,108,96,38,82,58,80,462,煤渣草,在场时，所有灼烧的衰减变为增长。,“请避免在秋季携带柴渣虫进入山林，若因未采取防火措施而促成险情，洛克将承担所有责任。”——一则来自魔法部的公告,Ⅰ阶
NO326,燃薪虫,火/草,135,120,48,103,73,100,579,煤渣草,在场时，所有灼烧的衰减变为增长。,木头已经失去了生命迹象，没有实体的火焰精灵在死去木头的身体里栖息。往往喜欢热闹，洛克族的亲近和合作关系会让他们非常自豪。,最终形态
NO327,空空颅,幽,70,7,37,54,64,48,280,搜刮,敌方每使用1次【聚能】技能或更换精灵，自己入场时获得魔攻+20%。,夜晚很容易在破旧的空屋见到。力量弱小但长着骇人的面容，会恐吓其他精灵，以此来保护自己。它几乎不依赖视觉，通过感知热量来判断生物的位置与距离。,Ⅰ阶
NO328,夜宿颅,幽,94,9,49,72,85,64,373,搜刮,敌方每使用1次【聚能】技能或更换精灵，自己入场时获得魔攻+20%。,吓退其他精灵以取乐，有人说他们以恐惧为食，但没人考证过真假。看起来像眼睛的部分并没有视觉神经，实际通过感知热量来代替视觉。,Ⅱ阶
NO329,夜枭,幽,117,10,61,90,106,80,464,搜刮,敌方每使用1次【聚能】技能或更换精灵，自己入场时获得魔攻+20%。,充盈着魔力的巨爪十分有力。曾经被夜枭吞下过的生命，虽然躯体看似无碍，灵魂却缺失了一部分。,最终形态
NO330,粉粉星,电/幻,93,54,102,57,101,88,495,星地善良,回合结束时，若场上的己方精灵能量等于0，自己立即替换此精灵。,身体里流淌着神秘的星光能量，打喷嚏的时候会下星星雨。喜欢聚在一起舞蹈，舞蹈时能看到漂亮的星光在它们周围环绕，推测这是粉粉星们交流的一种方式。,Ⅰ阶
NO331,小皮球,电/幻,116,68,127,71,126,110,618,星地善良,回合结束时，若场上的己方精灵能量等于0，自己立即替换此精灵。,浑身散发着紫色的微光，有时会在夜晚拿出珍藏的星星，为迷途的旅人照亮归途。得益于柔软的身体结构，能够将不稳定的星光能量储存在体内，据说星星的亮度代表着存储能量的强度。,最终形态
NO332,贝瑟,机械/火,79,46,78,51,98,33,385,贪心算法,1号位技能获得传动1，且使用后使敌方获得6层灼烧。,拥有坚硬而沉重的外壳，靠石头和木头补充提供能量，在能量短缺的时候会靠睡觉度过。“它是坚硬的，它永远不会破碎。可当你狠心地对待它，它终究会伤心地沉睡。”,Ⅰ阶
NO333,贝加尔,机械/火,105,61,104,68,130,44,512,贪心算法,1号位技能获得传动1，且使用后使敌方获得6层灼烧。,身体结构十分精巧，能够最高效地利用能源，是某些发热供暖装置的设计原型。但在氧气不足的地方身体会逐渐冷下来进入睡眠状态。“经过了岁月的磨练和沉淀，透露出时光的浑厚。”,Ⅱ阶
NO334,贝古斯,机械/火,132,76,130,85,163,55,641,贪心算法,1号位技能获得传动1，且使用后使敌方获得6层灼烧。,能够通过头顶的蒸汽猜出贝古斯的心情，对于它们而言，不同的心情需要消耗不同数量的矿石。“它是安静的，像座山一样，守候在这里，亘古不变，然而它又是有生命的，内心之中迸发出无限的生机。”,最终形态
NO335,粉星仔,幻,80,63,119,58,102,92,514,双向光速,在场时，所有回合结束时触发，触发次数+1。,习性和语言都与目前所知的任何精灵种族不同，身体轻盈，皮肤柔软但极其有韧性。研究学者偶然拾取到它星星飘下的碎屑，密度极高但质量非常轻，研究发现其材质也不属于卡罗西亚大陆的任何一种已知材质。,Ⅰ阶
NO336,粉耳星兔,幻,100,79,148,73,127,115,642,双向光速,在场时，所有回合结束时触发，触发次数+1。,踏着流星而来的信使，在洛克族里传闻对着它们说话有概率可以梦想成真。它们总是很着急，在夜幕下如同一道道银针般穿行，谁让这世间的许愿总是太多、太多了呢。,最终形态
NO337,落陨星兔,幻/幽,93,61,125,87,141,130,637,陨落,在场时，双方回合结束时触发的效果，触发次数-1。,“能够在流星上倾听许愿的家伙，总会被认为是善良的吧？嘻嘻，它们可从来没说过会以什么方式实现哦！扭曲的实现也是实现。不愿以他人的理想为自己一生的追求，却也无法逃脱命运的桎梏。那么来吧，向它们许愿吧！”,最终形态
NO338,布瓜蝌,幻,91,84,35,81,55,96,442,张弛有度,周末时自己获得双攻+40%，其他时间获得双防+40%。,,Ⅰ阶
NO339,上岸蛙,幻,114,106,44,101,69,120,554,张弛有度,周末时自己获得双攻+40%，其他时间获得双防+40%。,,最终形态
NO340,火红尾,火,67,56,129,70,89,100,511,天通地明,攻击时，若敌方血脉是污染血脉，技能威力+100%。,,Ⅰ阶
NO341,雅丹鬃,火,83,70,162,88,111,125,639,天通地明,攻击时，若敌方血脉是污染血脉，技能威力+100%。,岁首更替，丙午是天地通明的光明之年，传闻雅丹鬃是光明的使者，会在新年的子夜仰首长嘶，声如裂帛，鬃毛化作飞天的流火长带，照得千里沙海通明。此时，万盏红灯同时亮起，仿佛回应烈马奔腾——天地通明，光明永昼。,最终形态
NO342,春团,草,48,51,57,65,57,63,341,系统发育,获得能量或生命时，会将等量的能量或生命随机分配给场下的精灵。,春天草原上出生的小兔，成群出现，以露水为食。吸收的露水储存在耳囊中，因此散发出浆果和青草的香味。,Ⅰ阶
NO343,春兔,草,63,68,76,87,77,84,455,系统发育,获得能量或生命时，会将等量的能量或生命随机分配给场下的精灵。,耳朵的皮肤呈透明玻璃状，触感柔软，内部可以储藏更多的露水。总是细心地做着准备，可以把自己和身边的同伴都照顾得很好，经常用手中的四叶草为其他精灵同伴遮雨。,Ⅱ阶
NO344,春花兔,草,79,85,95,103,90,105,557,系统发育,获得能量或生命时，会将等量的能量或生命随机分配给场下的精灵。,即使找不到水源，也可以吸收耳朵里储存的大量露水。手中的四叶草变为双枪，能够汲取自然中逸散的草系能量，也能作为媒介释放魔法。经常帮助其他精灵，在某些地方被称为勇者兔兔。,最终形态
NO345,幽星光,幻,49,21,63,48,63,75,319,守望星,触发星陨时消耗一半层数，仍造成满层伤害。,夜幕的星光之下，这些奇妙的生灵在观测星空，思考并记录时会发出像唱歌一样的声音。它们就像在歌唱宇宙，赞颂复苏，诉说星河的曼妙与知识的无常。但是非常胆小，每当其他生物出现，它们又会隐身于夜空中。,Ⅰ阶
NO346,曜星光,幻/翼,65,28,84,64,84,100,425,守望星,触发星陨时消耗一半层数，仍造成满层伤害。,越来越多的行星汇聚在它们身侧，从星辰的辐照微波中，它们能横跨时间，读出数亿年的知识与奥妙。每当它们转动身体周围的行星，可以改变月相，转变天气，传闻如果有洛克在它们出没的高山附近许愿下流星雨，就会被实现。,Ⅱ阶
NO347,暮星辰,幻/翼,81,35,106,80,105,125,532,守望星,触发星陨时消耗一半层数，仍造成满层伤害。,当知识积累到一定程度，曜星光便会和星辰共鸣，化身暮星辰。一颗星辰寂灭，一颗星辰升起。涌起的黑洞已然吞噬了它的心灵。无穷无尽的冰冷与空洞啊——但是它依然在等待，等待初生的行星，等待初生的小小洛克来到它的面前。,最终形态
NO012,板板壳,水,88,24,72,56,59,48,347,缩壳,携带的防御技能能耗-2。,平时看似懒懒的，感到危险时，柔软的身体会迅速缩回壳里。柔韧的尾巴看起来像海草，偶尔会被饥饿的水生精灵咬一口。,Ⅰ阶
NO013,咔咔壳,水,117,31,96,75,79,64,462,缩壳,携带的防御技能能耗-2。,很少再缩进壳里，即使遇到危险也会勇敢面对。甲壳内一部分是空气，一部分是水，通过喷嘴来调节重量从而在水中下潜和上浮。,Ⅱ阶
NO014,水泡壳,水,146,39,121,93,98,80,577,缩壳,携带的防御技能能耗-2。,进化之后体重增长到原来的三倍多，前肢的力量也变得十分发达。前面有坚硬的尖角，背后有甲壳和水炮的泵口，是像堡垒一样可靠的存在。,最终形态
NO018,雪绒鸟,翼,56,77,26,58,49,69,335,顺风,若先于敌方攻击，本次技能威力+50%。,春天诞生的小鸟精灵，圆滚滚的身子常沾着露水和草籽，没有太多御寒的绒毛，气温低时可能会钻进小洛克的种植园里取暖。,Ⅰ阶
NO018,雪绒鸟,翼,59,80,32,58,41,69,339,顺风,若先于敌方攻击，本次技能威力+50%。,夏天诞生的小鸟精灵，热而潮湿的夏季风让它们更快学会飞行，飞羽更长更坚韧。正午热空气升腾的时候从高处跳下，瞬间就学会了滑翔。,Ⅰ阶
NO018,雪绒鸟,翼,54,76,25,59,51,69,334,顺风,若先于敌方攻击，本次技能威力+50%。,秋天诞生的小鸟精灵，喜欢高糖分的可可果，吃饱后身体散发出类似焦糖的气味。糖分带来的高能量让它拥有更好的体力，即使和一窝蜂赛跑一整天也不会累。,Ⅰ阶
NO019,冬羽雀,翼,75,103,35,78,65,92,448,顺风,若先于敌方攻击，本次技能威力+50%。,演化出适合春季的伪装色羽毛，换羽期掉下的灰白羽常被孩子捡去做小玩具。它自己则借着风，在田野里蹦跶，能借风力在草甸上滑浪。,Ⅱ阶
NO019,冬羽雀,翼,79,107,43,77,55,92,453,顺风,若先于敌方攻击，本次技能威力+50%。,它看起来像一枚会飘的热气球，似乎吸一口气就会飘起来，不用费力扇动翅膀就可以乘着风飘出去很远。,Ⅱ阶
NO019,冬羽雀,翼,72,102,34,78,68,92,446,顺风,若先于敌方攻击，本次技能威力+50%。,这段时期它们的食量明显上升，精力异常旺盛，因为摄入了足够的营养而长出有光泽的硬羽，常与同伴展开追逐游戏，以此锻炼长途飞行所需的耐力。,Ⅱ阶
NO020,岚鸟,翼,93,128,44,97,81,115,558,顺风,若先于敌方攻击，本次技能威力+50%。,它在春天迁徙而来时，出现的时间常与播种期接近，因此被视作开耕的信号。它的喉羽呈嫩黄，鸣叫时清脆婉转。播种后，它会在田埂与水渠边玩耍，用歌声和行动提醒：春天正在到来。,最终形态
NO020,岚鸟,翼,99,133,54,96,69,115,566,顺风,若先于敌方攻击，本次技能威力+50%。,羽毛出现火红渐变，吸热更快、升空更容易。在夏雷与烈日交替的午后，它常沿固定路线巡查领地。翅缘与体表容易积累静电与热感，让它在驱离入侵者时更具压迫感。,最终形态
NO020,岚鸟,翼,90,127,42,98,85,115,557,顺风,若先于敌方攻击，本次技能威力+50%。,羽片边缘被秋风磨出细锯齿，既利于稳定滑翔，也像一片会飞的枫叶。进入大迁徙时，它会担任领航者，它的尾羽扫过枯枝时能留下整齐的断痕，当洛克看到一排排整齐的枯枝剪影，就知道它们刚飞过。,最终形态
NO024,石肤蜥,地,68,54,53,64,44,60,343,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,常在半山腰处被发现，独立生活，会收集细小的石头筑巢。背上的石头是体内生长出来的一种分泌物，喜欢钻到石头堆里蹭背，可以把背上的石头打磨得更加锋利。,Ⅰ阶
NO025,石刺蜥,地,91,72,71,85,59,80,458,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,背上的石头似乎会与身上的棘刺融为一体，成为自己的武器。石头会周期性脱落，脱落下来的石头苍白易碎，捏一下就会粉碎成细砂状。,Ⅱ阶
NO026,石冠王蜥,地,113,90,89,106,74,100,572,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,普遍性情暴躁，攻击性强，会发射岩石来划清自己的地盘。它背上石头与身体融合的原理至今仍是研究协会重要的研究课题。,最终形态
NO034,化蝶,虫/萌,43,42,42,67,70,105,369,化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,极其聪慧的种族，大脑占去整个身体的三分之二。翅膀有力，充满魔力的鳞粉形成了翅膀上的花纹，看起来似乎是幽冥眼的样子。,最终形态
